PeopleSoft Number,A1,A2,A3,A4,A5,A6,A7,A9,A10,Practical Assignment Average,Q1,Q2,Q3,Q4,Q5,Q6,Quiz Average,Assignment Average,PT1,PT2,Practical Test Average,Practical Average
1709419,100,91,80,0,87,82,100,0,10,68.75,9,15,13,13,10,10,81,69.38,100,100,100,81.6275
1709525,100,92,60,51,64,60,100,0,12,67.375,15,7,2,5,5,7,52,66.61,70,0,35,53.96375
1709767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709872,60,85,59,26,19,50,100,98,15,62.125,12,9,2,2,2,0,36,60.82,65,20,42.5,53.49125
1709978,100,0,0,12,12,75,80,90,95,58,12,13,7,7,7,0,61,58.17,50,0,25,44.9
1710034,100,100,90,98,80,77,100,0,0,80.625,12,8,7,11,7,9,63,79.73,100,100,100,87.83625
1710106,90,36,75,38,88,77,87,79,84,77.25,12,7,2,8,12,8,63,76.52,65,75,70,73.9125
1710513,100,96,100,80,94,20,24,71,90,81.875,6,9,2,2,6,5,37,79.65,70,0,35,61.78875
1710537,100,0,100,96,56,72,90,0,39,69.125,12,12,0,3,9,9,60,68.67,100,100,100,81.20125
1710816,100,100,90,94,31,67,51,50,0,72.875,12,15,15,15,7,7,85,73.5,75,100,87.5,79.09875
1710884,70,91,100,0,43,54,100,54,95,75.875,15,5,4,8,5,7,53,74.75,75,40,57.5,67.84875
1711127,90,31,35,26,48,50,33,70,0,47.875,12,5,4,1,7,6,45,47.75,60,0,30,40.64875
1711129,100,96,80,86,84,95,83,0,0,78,15,12,8,9,5,5,65,77.37,70,80,75,76.42
1711305,100,100,100,100,64,100,100,75,15,92.375,6,12,7,8,3,6,52,90.36,100,100,100,94.21375
1711381,100,47,65,39,95,75,90,79,0,73.75,9,5,0,4,3,9,40,72.06,35,60,47.5,62.2375
1711465,100,80,100,69,100,83,100,100,0,91.5,9,8,2,12,7,11,63,90.06,70,60,65,80.035
1711482,100,91,95,94,97,100,100,95,0,96.5,15,15,15,9,10,11,88,96.08,100,100,100,97.645
1711656,70,88,55,56,0,62,0,0,42,46.625,6,15,5,6,8,5,53,46.96,100,60,80,60.17625
1712350,100,28,0,0,42,34,50,88,12,44.25,15,5,2,6,5,7,51,44.57,88,100,94,64.3425
1712382,100,92,100,95,90,96,61,0,0,79.25,12,7,4,9,5,6,52,77.89,100,100,100,86.7325
1713382,100,90,80,31,80,55,59,0,0,61.875,15,13,2,11,4,11,72,62.38,55,100,77.5,68.42875
1713480,100,63,59,51,46,50,100,75,70,71,12,4,2,0,2,4,32,69.05,65,0,32.5,54.43
1713628,100,100,100,98,46,100,29,77,15,81.25,9,12,9,8,10,10,67,80.52,0,75,37.5,63.3125
1713644,100,96,85,70,91,35,72,70,0,77.375,15,11,6,5,4,11,64,76.71,80,50,65,72.02375
1713666,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,0.6,0,0,0,0.36
1713992,100,100,75,80,79,65,96,60,20,81.875,15,7,6,9,8,9,64,80.98,100,60,80,80.58875
1714017,100,36,65,52,70,25,69,24,25,55.25,12,8,2,8,7,8,57,55.35,45,50,47.5,52.2125
1714202,100,100,100,96,94,100,100,77,75,95.875,12,10,7,9,5,11,65,94.35,75,100,87.5,91.60875
1714236,100,100,100,0,65,71,53,64,0,69.125,12,5,2,1,2,9,40,67.67,33,0,16.5,47.20125
1714332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714694,70,10,55,51,0,62,0,30,35,39.125,12,11,4,5,2,6,51,39.7,35,0,17.5,30.82125
1714733,100,96,100,94,97,45,100,70,62,89.875,15,15,9,8,0,8,73,89.05,75,100,87.5,88.42875
1714854,100,100,100,100,98,100,100,81,96,99.25,12,12,7,12,11,12,79,98.22,100,100,100,98.9325
1714968,100,73,75,79,82,50,69,38,0,70.75,15,7,2,9,7,10,64,70.41,65,67,66,68.6475
1715004,100,100,100,98,81,100,80,90,0,93.625,12,9,4,6,6,8,55,91.68,2,20,11,59.40625
1715299,100,100,100,96,69,88,96,85,81,93.25,15,15,15,11,11,11,89,93.05,75,100,87.5,90.8325
1715600,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,16,0.8,0,0,0,0.48
1715830,100,96,94,34,70,85,0,0,0,59.875,15,10,3,0,5,9,56,59.68,100,100,100,75.80875
1716523,100,98,100,100,95,100,100,88,95,98.5,12,12,4,10,8,13,73,97.24,100,100,100,98.345
1716564,100,25,40,0,1,18,0,0,0,23,15,15,4,7,5,12,72,25.45,75,0,37.5,30.27
1717740,100,100,100,0,96,88,100,0,0,73,12,13,10,11,4,11,76,73.15,70,100,85,77.89
1717881,100,31,100,96,56,70,100,50,0,75.375,12,0,2,6,8,10,51,74.14,75,90,82.5,77.48375
1717987,50,31,0,15,40,18,91,100,2,43.375,15,12,2,5,8,8,64,44.41,30,75,52.5,47.64375
1718677,10,28,0,0,21,0,0,91,0,18.75,12,3,4,2,3,6,37,19.68,60,0,30,23.8075
1718684,100,100,100,96,96,92,100,55,80,95.5,12,7,5,5,6,11,55,93.46,100,75,87.5,91.075
1718916,100,100,100,88,88,88,100,84,10,93.5,12,13,4,10,3,8,63,91.96,80,100,90,91.175
1719944,50,88,15,0,37,0,0,18,0,26,0,0,0,0,0,0,0,24.7,0,0,0,14.82
1719949,100,84,50,54,70,82,100,0,17,69.625,12,10,7,5,4,12,61,69.21,80,100,90,77.52625
1720199,100,84,75,78,85,90,100,58,13,83.75,6,10,2,4,2,7,39,81.5,60,50,55,70.8975
1720627,100,92,95,86,82,82,100,71,37,88.5,12,8,7,4,4,10,55,86.81,90,100,95,90.085
1721006,100,0,55,52,38,67,60,75,25,59,12,12,8,7,5,11,67,59.38,75,40,57.5,58.63
1721092,100,98,100,0,0,88,13,88,100,73.375,6,15,0,6,4,9,53,72.37,95,40,67.5,70.42375
1721270,100,100,100,96,97,52,73,68,0,85.75,15,8,11,11,6,9,72,85.06,95,100,97.5,90.0375
1721783,100,100,100,57,87,92,100,0,47,85.375,12,13,2,9,0,7,57,83.97,100,100,100,90.38375
1723790,100,43,100,91,82,50,19,0,57,67.75,15,4,10,4,4,11,59,67.3,100,90,95,78.3775
1723902,100,72,75,92,84,71,79,80,0,81.625,15,9,2,15,8,12,79,81.48,60,60,60,72.88625
1724731,100,80,100,58,46,77,77,66,0,75.5,12,5,8,12,4,9,61,74.79,90,60,75,74.875
1724811,100,10,80,88,56,72,80,62,10,68.5,9,9,4,4,7,4,44,67.28,100,100,100,80.365
1725105,100,100,100,100,90,100,100,90,70,97.5,15,15,9,15,13,14,96,97.43,100,100,100,98.455
1725372,100,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,11.88,0,0,0,7.125
1725524,90,100,100,100,94,100,90,71,0,93.125,15,10,4,11,11,12,79,92.4,100,100,100,95.44125
1726166,100,31,60,28,0,35,90,73,77,61.75,12,5,4,5,4,5,41,60.73,40,0,20,44.4375
1726366,100,100,100,99,93,100,100,53,44,93.125,12,7,0,5,6,8,51,91,75,100,87.5,89.60125
1726612,100,100,100,54,88,50,96,0,0,73.5,6,9,4,9,9,7,53,72.49,100,100,100,83.495
1726770,100,100,100,92,95,96,100,0,67,93.75,15,12,10,11,10,13,81,93.13,100,100,100,95.8775
1726816,100,92,75,76,81,40,91,0,32,73.375,12,7,10,9,8,10,65,72.97,0,20,10,47.78375
1727439,100,100,100,96,89,96,100,0,0,85.125,12,15,13,13,9,6,83,85,100,100,100,91.00125
1727440,100,76,100,92,95,50,24,78,75,83.25,9,7,4,7,7,8,51,81.62,100,75,87.5,83.9725
